filename,doi,guest_molecule,KD_A,PLD_A,guest_composition,zeolite_name,std_zeolite_name,si_al_ratio,modified_ion,loading_value,loading_unit,diffusion_coefficient_value,diffusion_coefficient_unit,temperature_value,temperature_unit,concentration_value,concentration_unit,adsorption_loading_value,adsorption_loading_unit,pressure_value,pressure_unit,experimental_method,distinguishing_variable,method_type,method_category
10.17035_d.2019.0082440884,10.17035/d.2019.0082440884,phenol,5.85,6.6,,H-Beta,BEA-H,15,,,,6.29E-10,m2/s,443,K,,,1,molecules/unit cell,,,Molecular Dynamics,,Computational,MD
10.1016_j.jcat.2015.10.024,10.1016/j.jcat.2015.10.024,pent-1-ene,4.5,5.8,,ITQ-39,ITN,,,,,6.30E-10,m2/s,600,K,,,16,molecules per 2×2×1 supercell,,,Molecular dynamics,direction: y,Computational,MD
10.1016_j.ces.2024.120183_SI,10.1016/j.ces.2024.120183,dimethylbenzene,,4.7,,Meso-Z5,MFI-H,14.09,,,,6.30E-10,m2/s,673,K,,,,,,,Molecular Dynamics,source_table: Table S5,Computational,MD
10.1016_j.supflu.2016.01.003,10.1016/j.supflu.2016.01.003,carbon dioxide,3.3,7.4,,NaX,FAU-NaX,1,,,,6.31E-10,m2/s,298,K,,,34,molecules/unit cell,1,bar,Molecular Dynamics,,Computational,MD
10.1039_c2ee23337a_SI,10.1039/c2ee23337a,ethene,3.9,4.1,,ITQ-29,LTA,,,,,6.39E-10,m2/s,373,K,,,42,molecules/unit cell,100,bar,Molecular Dynamics,,,
10.2516_ogst_2009065,10.2516/ogst/2009065,heptane,4.5,4.7,,silicalite-1,MFI-H,,,,,6.40E-10,m2/s,300,K,,,0.9,molecules/u.c.,,,QENS,diffusion_type: D_t,Experimental,QENS
10.1016_j.ceja.2026.101068,10.1016/j.ceja.2026.101068,trimethyl phosphate,,7.4,,FAU10,FAU-NaY,10,,,,6.40E-10,m2/s,298,K,,,,,,,Molecular Dynamics,,Computational,MD
10.1016_j.energy.2023.127748,10.1016/j.energy.2023.127748,butene,4.5,6.6,,Fe-beta,BEA-Fe,,Fe,,,6.41E-10,m2/s,373,K,,,,,,,Molecular Dynamics,diffusion_type: single-component,Computational,MD
10.1016_j.catcom.2022.106415,10.1016/j.catcom.2022.106415,methanol,3.6,4.7,,H-ZSM-5,MFI-H,95,,,,6.42E-10,m2/s,373,K,,,3,MPUC,,,Molecular Dynamics,,Computational,MD
10.1016_j.fuel.2021.122427,10.1016/j.fuel.2021.122427,propane,4.3,4.7,,MFI,MFI,,,,,6.45E-10,m2/s,298,K,,,,,,,Molecular Dynamics,simulation_type: multicomponent,Computational,MD
10.1016_j.micromeso.2014.09.009,10.1016/j.micromeso.2014.09.009,water,2.65,4.1,,LTA-4A,LTA-4A,1,,,,6.49E-10,m2/s,503,K,,,224,molecules/unit cell,,,Molecular Dynamics,charge_scale: 25%,Computational,MD
10.1016_j.micromeso.2013.08.004,10.1016/j.micromeso.2013.08.004,carbon dioxide,3.3,3.65,,ZSM-58 (DDR),DDR-H,,,,,6.50E-10,m2/s,298,K,,,1.2,mmol/g,,,PFG NMR,observation_time: 10 ms,Experimental,PFG NMR
10.1002_chem.201604009,10.1002/chem.201604009,nitrogen,3.64,4.3,,SIV,SIV,,,,,6.50E-10,m2/s,298,K,,,,,,,Molecular Dynamics,,Computational,MD
2402.04288,2402.04288,carbon dioxide,3.3,4.6,ethane:CO2 = 54:18,ZSM-22,TON-H,,,,,6.58E-10,m2/s,300,K,,,18,molecules/simulation cell,1,bar,Molecular Dynamics,system: MEC-major,Computational,MD
10.2516_ogst_2009065,10.2516/ogst/2009065,heptane,4.5,4.7,,silicalite-1,MFI-H,,,,,6.60E-10,m2/s,300,K,,,2.7,molecules/u.c.,,,QENS,diffusion_type: D_t,Experimental,QENS
10.1016_j.micromeso.2023.112854,10.1016/j.micromeso.2023.112854,phenol,5.85,6.6,,Na-BEA,BEA-Na,25,Na+,,,6.62E-10,m2/s,298,K,,,10,molecules/unit cell,,,Molecular Dynamics,,Computational,MD
10.1039_c8cp01022f,10.1039/c8cp01022f,ammonia,2.6,4.8,,H-LEV,LEV-H,34,,,,6.63E-10,m2/s,273,K,,,,,0.8,bar,QENS,analysis_model: Chudley-Elliott jump diffusion,Experimental,QENS
10.3390_pr14030542,10.3390/pr14030542,propane,4.3,6.6,,BETA-25,BEA-H,,,,,6.66E-10,m2/s,303,K,,,,,1,bar,Molecular Dynamics,relative_humidity: 90%,Computational,MD
10.1016_s0301-0104(03)00058-2,10.1016/s0301-0104(03)00058-2,methane,3.8,4.7,,silicalite-1,MFI-H,,,,,6.70E-10,m2/s,300,K,,,4,molecules/intersection,,,Molecular Dynamics,direction: z; parameter_set: SA MM2,Computational,MD
10.1016_s0301-0104(03)00058-2,10.1016/s0301-0104(03)00058-2,methane,3.8,4.7,,silicalite-1,MFI-H,,,,,6.70E-10,m2/s,300,K,,,4,molecules/intersection,,,Molecular Dynamics,direction: z; parameter_set: Set B*,Computational,MD
10.1016_j.jmgm.2022.108188,10.1016/j.jmgm.2022.108188,"1,3,5-trimethylbenzene",7.5,6.6,,zeolite-β,BEA,,,,,6.70E-10,m2/s,400,K,,,1,molecule/channel,,,Molecular Dynamics,,Computational,MD
10.1016_j.ijggc.2013.09.013,10.1016/j.ijggc.2013.09.013,"carbon dioxide, dinitrogen",,4.6,equimolar,TON,TON,,,,,6.70E-10,m2/s,300,K,,,,,,,Molecular Dynamics,type: self-diffusion coefficient; box: 1,Computational,MD
10.3390_pr14030542,10.3390/pr14030542,carbon dioxide,3.3,4.1,,HLTA,LTA-H,,,,,6.72E-10,m2/s,303,K,,,,,1,bar,Molecular Dynamics,relative_humidity: 20%,Computational,MD
10.1016_j.fuel.2021.122427,10.1016/j.fuel.2021.122427,ethene,3.9,4.7,,MFI,MFI,,,,,6.75E-10,m2/s,298,K,,,,,,,Molecular Dynamics,simulation_type: multicomponent,Computational,MD
10.1016_j.micromeso.2022.111910,10.1016/j.micromeso.2022.111910,"1,4-dimethylbenzene",5.8,4.7,,HZSM-5,MFI-H,23,,,,6.76E-10,m2/s,800,K,,,4,molecules/unit cell,,,Molecular Dynamics,,Computational,MD
10.3390_pr11102987,10.3390/pr11102987,nitrogen monoxide,3.17,7.4,,13X,FAU-NaX,,,,,6.77E-10,m2/s,303,K,,,,,,,Molecular Dynamics,,Computational,MD
10.1016_j.ces.2009.12.044,10.1016/j.ces.2009.12.044,propane,4.3,7.4,,13X,FAU-NaX,1.18,,,,6.90E-10,m2/s,303,K,,,16,molecules/unit cell,,,Molecular Dynamics,diffusion_type: self,Computational,MD
10.1002_app.28228,10.1002/app.28228,propan-2-ol,4.7,7.4,,M-2,FAU-NaY,1.3,,,,6.90E-10,m2/s,303,K,80,mol/L,,,1,bar,membrane permeation (pervaporation),,Experimental,Membrane Permeation
10.2516_ogst_2009065,10.2516/ogst/2009065,hexane,4.3,4.7,,silicalite-1,MFI-H,,,,,6.90E-10,m2/s,300,K,,,1,molecules/u.c.,,,QENS,diffusion_type: D_C,Experimental,QENS
10.1039_d3va00078h,10.1039/d3va00078h,trichlorosilane,,7.42,,AFI,AFI,,,,,6.90E-10,m2/s,,K,,,1,molecules/cell,,,Molecular Dynamics,statistic: minimum,Computational,MD
10.3390_pr14030542,10.3390/pr14030542,carbon dioxide,3.3,7.4,,HFAU,FAU-H,,,,,6.91E-10,m2/s,303,K,,,,,1,bar,Molecular Dynamics,relative_humidity: 90%,Computational,MD
10.1016_j.catcom.2022.106415,10.1016/j.catcom.2022.106415,methanol,3.6,4.7,,H-ZSM-5,MFI-H,47,,,,6.93E-10,m2/s,423,K,,,3,MPUC,,,Molecular Dynamics,,Computational,MD
10.1016_j.fuel.2021.122427,10.1016/j.fuel.2021.122427,propane,4.3,7,,CON,CON,,,,,6.94E-10,m2/s,498,K,,,,,,,Molecular Dynamics,simulation_type: multicomponent,Computational,MD
10.1016_j.chemphys.2007.10.036,10.1016/j.chemphys.2007.10.036,pentane,4.5,4.7,,silicalite-1,MFI-H,,,,,6.98E-10,m2/s,,K,,,8,molecules/unit cell,,,Molecular Dynamics,parameter_set: free; source_table: Table 3,Computational,MD
10.1016_j.jcat.2015.10.024,10.1016/j.jcat.2015.10.024,pent-1-ene,4.5,5.8,,ITQ-39,ITN,,,,,7.00E-10,m2/s,300,K,,,16,molecules per 2×2×1 supercell,,,Molecular dynamics,direction: x,Computational,MD
10.1016_j.ceja.2026.101068,10.1016/j.ceja.2026.101068,trimethylphosphine oxide,,7.4,,FAU10,FAU-NaY,10,,,,7.00E-10,m2/s,298,K,,,,,,,Molecular Dynamics,,Computational,MD
10.1016_j.catcom.2022.106415,10.1016/j.catcom.2022.106415,methanol,3.6,4.7,,Siliceous ZSM-5,MFI-H,,,,,7.03E-10,m2/s,373,K,,,3,MPUC,,,Molecular Dynamics,,Computational,MD
10.1016_j.cej.2022.136108,10.1016/j.cej.2022.136108,"(e)-1,2-dichloroethene",4.5,7.4,,NaY,FAU-NaY,,,,,7.05E-10,m2/s,343,K,,,,,1,bar,Inverse gas chromatography,RH: 50%,Experimental,Column Dynamics
10.3390_pr11102987,10.3390/pr11102987,nitrogen,3.64,7.4,,13X,FAU-NaX,,,,,7.07E-10,m2/s,313,K,,,,,,,Molecular Dynamics,,Computational,MD
10.1016_j.chemphys.2007.10.036,10.1016/j.chemphys.2007.10.036,pentane,4.5,4.7,,silicalite-1,MFI-H,,,,,7.10E-10,m2/s,200,K,,,4,molecules/unit cell,,,Molecular Dynamics,potential_source: ab initio fitted; component: D_y; source_table: Table 5,Computational,MD
10.1016_j.micromeso.2023.112442,10.1016/j.micromeso.2023.112442,nitrogen,3.64,4.06,,Li-RHO,RHO-Li,4.05,Li+,56.37,%,7.13E-10,m2/s,298,K,,,,,,,Volumetric uptake kinetics (LDF),,Experimental,Uptake/Release
10.1016_s0376-7388(00)00671-2,10.1016/s0376-7388(00)00671-2,ethane,4,4.7,,silicalite,MFI,,,,,7.15E-10,m2/s,373,K,,,,,,,Membrane Permeation,model: Model 2,Experimental,Membrane Permeation
2402.04288,2402.04288,ethane,4.0,4.6,ethane:CO2 = 18:54,ZSM-22,TON-H,,,,,7.16E-10,m2/s,300,K,,,18,molecules/simulation cell,1,bar,Molecular Dynamics,system: MEC-minor,Computational,MD
10.1016_j.cej.2022.136108,10.1016/j.cej.2022.136108,"(e)-1,2-dichloroethene",4.5,7.4,,NaY@meso-SiO2-0.8,FAU-NaY,,,,,7.18E-10,m2/s,343,K,,,,,1,bar,Inverse gas chromatography,RH: 50%,Experimental,Column Dynamics
10.1016_j.fuel.2021.122427,10.1016/j.fuel.2021.122427,ethene,3.9,6.5,,MOR,MOR,,,,,7.22E-10,m2/s,298,K,,,,,,,Molecular Dynamics,simulation_type: multicomponent,Computational,MD
10.1016_j.ces.2026.123652,10.1016/j.ces.2026.123652,ethane,4.0,4.1,,5A,LTA-Ca,1,,,,7.22E-10,m2/s,473,K,,,49,molecules/unit cell,1,bar,Molecular Dynamics,,Computational,MD
10.1016_j.fuel.2024.131287,10.1016/j.fuel.2024.131287,octane,4.9,7.4,,NaY,FAU-NaY,2.4,,,,7.24E-10,m2/s,313,K,,,18,molecules/UC,,,Molecular Dynamics,adsorption_mode: single-component,Computational,MD
10.3390_pr14030542,10.3390/pr14030542,methane,3.8,3.8,,NaCHA,CHA-Na,,,,,7.25E-10,m2/s,303,K,,,,,1,bar,Molecular Dynamics,relative_humidity: 0%,Computational,MD
10.1016_s1387-1811(99)00227-9,10.1016/s1387-1811(99)00227-9,methane,3.8,4.7,,silicalite-1,MFI-H,,,,,7.30E-10,m2/s,298,K,,,,,,,Membrane permeation,,Experimental,Membrane Permeation
10.1016_j.micromeso.2014.09.009,10.1016/j.micromeso.2014.09.009,water,2.65,4.1,,LTA-4A,LTA-4A,1,,,,7.32E-10,m2/s,503,K,,,224,molecules/unit cell,,,Molecular Dynamics,,Computational,MD
10.1021_acs.jpcc.5b06010_SI,10.1021/acs.jpcc.5b06010,pentadecafluorooctanoic acid,8.0,,,MSE,MSE,,,,,7.32E-10,m2/s,298,K,,,,,,,Molecular Dynamics,,Computational,MD
10.3390_pr11102987,10.3390/pr11102987,nitrogen monoxide,3.17,7.4,,13X,FAU-NaX,,,,,7.33E-10,m2/s,263,K,,,,,,,Molecular Dynamics,,Computational,MD
10.3390_pr14030542,10.3390/pr14030542,methane,3.8,6.6,,BETA-25,BEA-H,,,,,7.37E-10,m2/s,303,K,,,,,1,bar,Molecular Dynamics,relative_humidity: 90%,Computational,MD
10.3390_pr14030542,10.3390/pr14030542,ethane,4.0,4.1,,HLTA,LTA-H,,,,,7.38E-10,m2/s,303,K,,,,,1,bar,Molecular Dynamics,relative_humidity: 20%,Computational,MD
10.1016_j.micromeso.2013.08.004,10.1016/j.micromeso.2013.08.004,carbon dioxide,3.3,3.65,,ZSM-58 (DDR),DDR-H,,,,,7.40E-10,m2/s,298,K,,,1.2,mmol/g,,,PFG NMR,observation_time: average over 2.5-40 ms,Experimental,PFG NMR
10.1039_c2ee23337a_SI,10.1039/c2ee23337a,ethene,3.9,4.1,,ITQ-29,LTA,,,,,7.40E-10,m2/s,423,K,,,42,molecules/unit cell,100,bar,Molecular Dynamics,,,
10.1016_j.micromeso.2015.10.041,10.1016/j.micromeso.2015.10.041,water,2.65,7.4,,zeolite 13X,FAU-NaX,,,,,7.43E-10,m2/s,308,K,,,,,,,volumetric uptake method,desorption_temperature: 90 °C; initial_adsorptive_pressure_range: 900–5000 Pa; range_extremum: minimum,Experimental,Uptake/Release
10.1016_j.micromeso.2015.10.041,10.1016/j.micromeso.2015.10.041,water,2.65,7.4,,zeolite 13X,FAU-NaX,,,,,7.43E-10,m2/s,308,K,,,,,,,volumetric uptake method,desorption_temperature: 120 °C; initial_adsorptive_pressure_range: 500–5000 Pa; range_extremum: minimum,Experimental,Uptake/Release
2402.04288,2402.04288,ethane,4.0,4.6,,ZSM-22,TON-H,,,,,7.47E-10,m2/s,300,K,,,72,molecules/simulation cell,1,bar,Molecular Dynamics,system: PE,Computational,MD
10.1016_j.micromeso.2024.113388,10.1016/j.micromeso.2024.113388,methoxybenzene,6.2,7.4,,H-Y,FAU-HY,15,,,,7.49E-10,m2/s,370,K,,,11,molecules/unit cell,,,Molecular Dynamics,diffusion_model: HR_jump_diffusion,Computational,MD
10.1016_j.fuel.2021.122427,10.1016/j.fuel.2021.122427,benzene,5.35,6.5,,MOR,MOR,,,,,7.50E-10,m2/s,498,K,,,,,,,Molecular Dynamics,simulation_type: single,Computational,MD
10.1016_j.fuel.2025.135562,10.1016/j.fuel.2025.135562,but-1-ene,4.5,6.6,,T7-BEA,BEA-H,15,,,,7.50E-10,m2/s,353,K,,,,,,,Molecular Dynamics,,Computational,MD
10.3390_pr14030542,10.3390/pr14030542,methane,3.8,3.8,,CaCHA,CHA-Ca,,,,,7.50E-10,m2/s,303,K,,,,,1,bar,Molecular Dynamics,relative_humidity: 0%,Computational,MD
10.1016_j.chemphys.2007.10.036,10.1016/j.chemphys.2007.10.036,pentane,4.5,4.7,,silicalite-1,MFI-H,,,,,7.51E-10,m2/s,,K,,,4,molecules/unit cell,,,Molecular Dynamics,parameter_set: free; source_table: Table 3,Computational,MD
10.1016_j.micromeso.2022.111910,10.1016/j.micromeso.2022.111910,"1,4-dimethylbenzene",5.8,4.7,,HZSM-5,MFI-H,23,,,,7.51E-10,m2/s,800,K,,,2,molecules/unit cell,,,Molecular Dynamics,,Computational,MD
10.1016_j.energy.2025.137012,10.1016/j.energy.2025.137012,ethene,3.9,6.6,1:1:1:1:1,Fe2+-BEA,BEA-Fe2+,15,Fe2+,,,7.52E-10,m2/s,598,K,,,6,molecules/simulation cell,,,Molecular Dynamics,diffusion_system: multi-component,Computational,MD
10.2516_ogst_2009065,10.2516/ogst/2009065,heptane,4.5,4.7,,silicalite-1,MFI-H,,,,,7.54E-10,m2/s,300,K,,,4.5,molecules/u.c.,,,QENS,diffusion_type: D_t,Experimental,QENS
10.2516_ogst_2009065,10.2516/ogst/2009065,heptane,4.5,4.7,,silicalite-1,MFI-H,,,,,7.54E-10,m2/s,300,K,,,5.4,molecules/u.c.,,,QENS,diffusion_type: D_t,Experimental,QENS
10.1016_j.chemphys.2007.10.036,10.1016/j.chemphys.2007.10.036,pentane,4.5,4.7,,silicalite-1,MFI-H,,,,,7.60E-10,m2/s,200,K,,,0.5,molecules/unit cell,,,Molecular Dynamics,potential_source: ab initio fitted; component: D_y; source_table: Table 4,Computational,MD
10.1016_j.chemphys.2007.10.036,10.1016/j.chemphys.2007.10.036,pentane,4.5,4.7,,silicalite-1,MFI-H,,,,,7.60E-10,m2/s,200,K,,,0.5,molecules/unit cell,,,Molecular Dynamics,potential_source: ab initio fitted; component: D_y; source_table: Table 5,Computational,MD
10.1016_j.micromeso.2007.04.036,10.1016/j.micromeso.2007.04.036,argon,3.4,3.65,,DDR,DDR,,,,,7.60E-10,m2/s,,K,,,,,,,Molecular Dynamics,,Computational,MD
10.3390_pr14030542,10.3390/pr14030542,carbon dioxide,3.3,7.4,,NaFAU,FAU-Na,,,,,7.63E-10,m2/s,303,K,,,,,1,bar,Molecular Dynamics,relative_humidity: 20%,Computational,MD
10.1016_j.micromeso.2019.05.060,10.1016/j.micromeso.2019.05.060,"2,2-dimethylbutane",6.2,6.6,,BEA,BEA,,,,,7.70E-10,m2/s,273,K,,,1,molecules/unit cell,,,Molecular Dynamics,sample_type: powder; direction: z; framework: rigid,Computational,MD
10.1016_j.micromeso.2024.113388,10.1016/j.micromeso.2024.113388,2-methoxyphenol,6.2,7.4,,H-Y,FAU-HY,15,,,,7.72E-10,m2/s,370,K,,,9,molecules/unit cell,,,Molecular Dynamics,diffusion_model: HR_jump_diffusion,Computational,MD
10.1016_j.mcat.2022.112421,10.1016/j.mcat.2022.112421,ammonia,2.6,4.7,,Cu-ZSM5,MFI-Cu,,Cu+,,,7.72E-10,m2/s,673,K,,,2,molecules/unit cell,1.01325,bar,Molecular Dynamics,,Computational,MD
10.1016_j.ces.2009.12.044,10.1016/j.ces.2009.12.044,propene,4.5,7.4,,13X,FAU-NaX,1.18,,,,7.80E-10,m2/s,303,K,,,16,molecules/unit cell,,,Molecular Dynamics,diffusion_type: self,Computational,MD
10.1016_j.chemphys.2007.10.036,10.1016/j.chemphys.2007.10.036,pentane,4.5,4.7,,silicalite-1,MFI-H,,,,,7.80E-10,m2/s,350,K,,,4,molecules/unit cell,,,Molecular Dynamics,potential_source: ab initio fitted; component: D_s; source_table: Table 5,Computational,MD
10.1016_j.apenergy.2004.07.010,10.1016/j.apenergy.2004.07.010,carbon dioxide,3.3,7.4,,13X,FAU-NaX,,,,,7.80E-10,m2/s,303,K,,,,,,,volumetric sorption rate method (inverse analysis of uptake curves),number_of_particles: 40,Experimental,Uptake/Release
10.1016_j.apenergy.2004.07.010,10.1016/j.apenergy.2004.07.010,carbon dioxide,3.3,7.4,,13X,FAU-NaX,,,,,7.80E-10,m2/s,,K,,,,,,,volumetric sorption rate method (inverse analysis of uptake curves),note: overall minimum of effective surface self-diffusion coefficients from conclusion,Experimental,Uptake/Release
10.1016_j.apenergy.2004.07.010,10.1016/j.apenergy.2004.07.010,carbon dioxide,3.3,7.4,,13X,FAU-NaX,,,,,7.80E-10,m2/s,,K,,,,,,,volumetric sorption rate method (inverse analysis of uptake curves),note: overall minimum of effective surface self-diffusion coefficients from conclusion; duplicate of another entry,Experimental,Uptake/Release
10.1007_s11244-021-01450-z,10.1007/s11244-021-01450-z,methanol,3.6,4.7,,H-ZSM-5,MFI-H,25,,,,7.80E-10,m2/s,,K,,,30,molecules/unit cell,,,QENS,model: Volino-Dianoux,Experimental,QENS
10.1016_j.jcat.2015.10.024,10.1016/j.jcat.2015.10.024,1-ethyl-4-methylbenzene,6.2,5.8,,ITQ-39,ITN,,,,,7.90E-10,m2/s,900,K,,,16,molecules per 2×2×1 supercell,,,Molecular dynamics,direction: y,Computational,MD
10.1016_s0926-860x(02)00066-2,10.1016/s0926-860x(02)00066-2,water,2.65,4.7,,silicalite-1,MFI-H,,,,,7.90E-10,m2/s,298,K,,,24,mg/g,,,Molecular Dynamics,direction: z,Computational,MD
10.1016_j.seppur.2021.119529,10.1016/j.seppur.2021.119529,argon,3.4,4.1,,flexible LTA,LTA,,,,,7.90E-10,m2/s,300,K,,,1,mol/unit cell,,,Equilibrium Molecular Dynamics (EMD),flexibility: flexible; length: 95.4 A,Computational,MD
10.1016_j.micromeso.2022.112393,10.1016/j.micromeso.2022.112393,oxonium,2.65,4.7,,hierarchical H-ZSM-5,MFI-H,23,,,,7.92E-10,m2/s,373,K,,,50,molecules/supercell,,,Molecular Dynamics,environment: aqueous acid with H2O and reactant (benzaldehyde or 2-butanone); co-present species: H2O and reactant,Computational,MD
10.1016_j.micromeso.2014.09.009,10.1016/j.micromeso.2014.09.009,water,2.65,4.1,,LTA-4A,LTA-4A,1,,,,7.96E-10,m2/s,503,K,,,224,molecules/unit cell,,,Molecular Dynamics,charge_scale: 50%,Computational,MD
10.1016_j.micromeso.2022.112391,10.1016/j.micromeso.2022.112391,water,2.65,4.7,,H-ZSM-5,MFI-H,Siliceous,H+,,,8.00E-10,m2/s,300,K,,,2.8,wt%,,,Molecular Dynamics (simulated QENS),analysis: simulated QENS (SS model),Computational,MD
10.1016_j.comptc.2023.114272,10.1016/j.comptc.2023.114272,carbon dioxide,3.3,4.7,,MFI,MFI,,,,,8.00E-10,m2/s,293,K,,,16,molecules/unit cell,,,Molecular Dynamics,,Computational,MD
10.2516_ogst_2009065,10.2516/ogst/2009065,hexane,4.3,4.7,,silicalite-1,MFI-H,,,,,8.00E-10,m2/s,300,K,,,0,molecules/u.c.,,,QENS,diffusion_type: D_self; condition: infinite dilution,Experimental,QENS
10.1016_j.mtcomm.2026.115822,10.1016/j.mtcomm.2026.115822,argon,3.4,3.65,,DDR (all-silica) zeolite,DDR,,,,,8.00E-10,m2/s,300,K,,,,,,,Molecular Dynamics,,Computational,MD
10.1016_j.energy.2023.127748,10.1016/j.energy.2023.127748,propene,4.5,6.6,"butene:60.1%, propene:11.3%, ethene:7.3%",Fe-beta,BEA-Fe,,Fe,,,8.01E-10,m2/s,373,K,,,,,,,Molecular Dynamics,diffusion_type: multicomponent,Computational,MD
10.1016_j.ijheatmasstransfer.2019.05.080,10.1016/j.ijheatmasstransfer.2019.05.080,water,2.65,7.4,,Zeolite NaX,FAU-NaX,,,,,8.03E-10,m2/s,,K,,,,,,,Fick diffusion analysis,range_bound: lower; parameter: D_e,Computational,Other
10.1039_c2ee23337a_SI,10.1039/c2ee23337a,ethene,3.9,4.1,,ITQ-29,LTA,,,,,8.03E-10,m2/s,473,K,,,42,molecules/unit cell,100,bar,Molecular Dynamics,,,
10.1016_j.fuel.2021.122427,10.1016/j.fuel.2021.122427,benzene,5.35,6.5,,MOR,MOR,,,,,8.04E-10,m2/s,698,K,,,,,,,Molecular Dynamics,simulation_type: single,Computational,MD
10.1016_j.memsci.2018.12.021,10.1016/j.memsci.2018.12.021,air,3.69,3.8,79% N2/21% O2,SAPO-34,CHA,,,,,8.04E-10,m2/s,298,K,,,,,1.38,bar,Membrane permeation (Fick's law),membrane_id: M1,Experimental,Membrane Permeation
10.17035_d.2019.0082440884,10.17035/d.2019.0082440884,phenol,5.85,6.6,,all-silica Beta,BEA,,,,,8.04E-10,m2/s,393,K,,,4,molecules/unit cell,,,Molecular Dynamics,,Computational,MD
2402.04288,2402.04288,ethane,4.0,4.6,ethane:CO2 = 54:18,ZSM-22,TON-H,,,,,8.06E-10,m2/s,300,K,,,54,molecules/simulation cell,1,bar,Molecular Dynamics,system: MEC-major,Computational,MD
10.1039_c8cp01022f,10.1039/c8cp01022f,ammonia,2.6,4.8,,H-LEV,LEV-H,34,,,,8.10E-10,m2/s,323,K,,,,,0.8,bar,QENS,analysis_model: Volino-Dianoux confined diffusion,Experimental,QENS
10.1016_j.apenergy.2004.07.010,10.1016/j.apenergy.2004.07.010,carbon dioxide,3.3,7.4,,13X,FAU-NaX,,,,,8.12E-10,m2/s,303,K,,,,,,,volumetric sorption rate method (inverse analysis of uptake curves),number_of_particles: 45,Experimental,Uptake/Release
10.1016_j.cej.2022.136108,10.1016/j.cej.2022.136108,"(e)-1,2-dichloroethene",4.5,7.4,,NaY@meso-SiO2-1.2,FAU-NaY,,,,,8.12E-10,m2/s,343,K,,,,,1,bar,Inverse gas chromatography,RH: 0%,Experimental,Column Dynamics
10.3390_pr14030542,10.3390/pr14030542,methane,3.8,7.4,,CaFAU,FAU-Ca,,,,,8.17E-10,m2/s,303,K,,,,,1,bar,Molecular Dynamics,relative_humidity: 90%,Computational,MD
10.3390_pr11102987,10.3390/pr11102987,carbon dioxide,3.3,4.1,,5A,LTA-Ca,,,,,8.18E-10,m2/s,283,K,,,,,,,Molecular Dynamics,,Computational,MD
10.1007_s11244-021-01450-z,10.1007/s11244-021-01450-z,methanol,3.6,4.7,,H-ZSM-5,MFI-H,25,,,,8.20E-10,m2/s,348,K,,,30,molecules/unit cell,,,QENS,model: Volino-Dianoux,Experimental,QENS
2402.04288,2402.04288,ethane,4.0,4.6,ethane:CO2 = 36:36,ZSM-22,TON-H,,,,,8.20E-10,m2/s,300,K,,,36,molecules/simulation cell,1,bar,Molecular Dynamics,system: MEC-eq,Computational,MD
10.1016_j.partic.2026.06.041,10.1016/j.partic.2026.06.041,octatrienal,,6.6,,Zr-BEA,BEA-Zr,,Zr,,,8.22E-10,m2/s,433,K,,,,,1,bar,CFD simulation,,Computational,Other
10.1016_j.ces.2026.123652,10.1016/j.ces.2026.123652,methane,3.8,4.1,,ITQ-29,LTA,,,,,8.23E-10,m2/s,298,K,,,21,molecules/unit cell,1,bar,Molecular Dynamics,,Computational,MD
10.1039_c2ee23337a_SI,10.1039/c2ee23337a,methane,3.8,4.1,,ITQ-29,LTA,,,,,8.23E-10,m2/s,298,K,,,21,molecules/unit cell,100,bar,Molecular Dynamics,,,
10.1039_d0cy00670,10.1039/d0cy00670,methanol,3.6,4.7,,H-ZSM-5(135),MFI-H,135,,,,8.29E-10,m2/s,293,K,,,13.5,wt%,,,QENS,,Experimental,QENS
10.1016_j.jcat.2004.07.014,10.1016/j.jcat.2004.07.014,"1,4-dimethylbenzene",5.8,5.07,,NU-87,NES,,,,,8.30E-10,m2/s,650,K,,,0.017,molecules per SiO2,,,Molecular Dynamics,,Computational,MD
10.1016_j.jmgm.2021.108048,10.1016/j.jmgm.2021.108048,methanol,3.6,4.7,"80% methanol, 20% ethanol",HZSM-5 (Si/Al=23),MFI-H,23,,,,8.30E-10,m2/s,300,K,,,,,,,Molecular Dynamics,,Computational,MD
10.1016_j.jmgm.2022.108188,10.1016/j.jmgm.2022.108188,"1,3,5-trimethylbenzene",7.5,6.6,,zeolite-β,BEA,,,,,8.30E-10,m2/s,450,K,,,1,molecule/channel,,,Molecular Dynamics,,Computational,MD
10.1016_j.ces.2024.120183_SI,10.1016/j.ces.2024.120183,Benzene,5.35,4.7,,Meso-Z5,MFI-H,14.09,,,,8.30E-10,m2/s,673,K,,,,,,,Molecular Dynamics,source_table: Table S5,Computational,MD
10.1016_j.fuel.2021.122427,10.1016/j.fuel.2021.122427,propene,4.5,6.5,,MOR,MOR,,,,,8.38E-10,m2/s,298,K,,,,,,,Molecular Dynamics,simulation_type: multicomponent,Computational,MD
10.1002_aic.690420507,10.1002/aic.690420507,sodium(1+),,,"0.2N Na+, 0.07N Sr++, 0.02N Ca++",zeolite,zeolite,,,,,8.39E-10,m2/s,353,K,0.2,mol/L,,,,,Column breakthrough fitting,model: single-diffusion pore,Experimental,Column Dynamics
